ID,Marca,Cliente,Zona,Latitud,Longitud,Estado,Imagen_URL
CDSMXN24091305,CASHDRO S,TACOS FELIX,Norte,25.6505431,-100.2928826,Nuevo Leon,logos/cashdros.png
CDSMXN24091315,CASHDRO S,LA CHILAQUILA,Pacifico,20.6784219,-103.2947812,Jalisco,logos/cashdros.png
CDSMXN24091316,CASHDRO S,LA CHILAQUILA,Pacifico,20.6364208,-103.3055804,Jalisco,logos/cashdros.png
CDSMXN24090317,CASHDRO S,LA TROMPERIA,Metro,19.5132841,-99.2322773,Estado de Mexico,logos/cashdros.png
CDSMXN24090316,CASHDRO S,LA TROMPERIA,Metro Foraneo,19.2514458,-99.6025043,Estado de Mexico,logos/cashdros.png
CDSMXN23072015,CASHDRO S,WOOLWORTH,Bajio,21.0187286,-101.2588,Guanajuato,logos/cashdros.png
CDSMXN24091302,CASHDRO S,WOOLWORTH,Bajio,20.5926387,-100.393088,Queretaro,logos/cashdros.png
CDSMXN24091309,CASHDRO S,TAQUERIA LOS FOQUITOS,Metro Foraneo,19.2797342,-99.5494098,Estado de Mexico,logos/cashdros.png
CDSMXN24091607,CASHDRO S,CORPORATIVO VICTORIOUS,Metro,19.4280144,-99.1328452,CDMX,logos/cashdros.png
CDSMXN24091317,CASHDRO S,LA CHARAMUSCA,Bajio,20.5999706,-100.3763935,Queretaro,logos/cashdros.png
CDSMXN24091318,CASHDRO S,GRUPO MEDICO TLALPAN,Metro,19.297633,-99.1431902,CDMX,logos/cashdros.png
CDSMXN24091319,CASHDRO S,BOLERAMA QUERETARO,Bajio,20.5840595,-100.3949548,Queretaro,logos/cashdros.png
CDSMXN24091603,CASHDRO S,CASA DURAN,Metro,19.4494068,-99.1599705,CDMX,logos/cashdros.png
CDSMXN24091609,CASHDRO S,MARISCOS CHAVA,Bajio,20.528466,-100.8262162,Guanajuato,logos/cashdros.png
CDSMXN24091606,CASHDRO S,PATRIMONIO SEGURO,Metro,19.3584299,-98.9803181,Estado de Mexico,logos/cashdros.png
CDSMXN24091605,CASHDRO S,PRODUCTOS DE LIMPIEZA COPAR,Pacifico,20.6381238,-103.3518105,Jalisco,logos/cashdros.png
CDSMXN24100101,CASHDRO S,SALON CONDESA REAL,Norte,25.7174451,-100.3564982,Nuevo Leon,logos/cashdros.png
CDSMXN24091610,CASHDRO S,KUMI REHABILITACION,Norte,25.4540421,-100.9818926,Coahuila,logos/cashdros.png
CDSMXN24100104,CASHDRO S,PANADERO LOS BIGOTES,Metro,19.3372476,-99.1091184,CDMX,logos/cashdros.png
CDSMXN24100102,CASHDRO S,FARMACIA DEL PUEBLO,Metro,19.2584822,-99.0372143,CDMX,logos/cashdros.png
CDSMXN24091601,CASHDRO S,CAFE MX,Bajio,19.6971662,-101.175815,Michoacan,logos/cashdros.png
CDSMXN24091602,CASHDRO S,CAFE MX,Bajio,19.6971662,-101.175815,Michoacan,logos/cashdros.png
CDSMXN24100105,CASHDRO S,GORDITAS AYUNTAMIENTO,Norte,22.2579745,-97.8754027,Tamaulipas,logos/cashdros.png
CDSMXN24100103,CASHDRO S,GRUPO QL,Metro,19.4831069,-99.10631,CDMX,logos/cashdros.png
CDSMXN24091608,CASHDRO S,MARISCOS CHAVA,Bajio,20.5440514,-100.8424228,Guanajuato,logos/cashdros.png
CDSMXN24100108,CASHDRO S,MINISUPER GINA,Metro,19.7192856,-99.1390749,Estado de Mexico,logos/cashdros.png
CDSMXN24091306,CASHDRO S,TAQUERIA LOS FOQUITOS,Metro Foraneo,19.2775223,-99.5660116,Estado de Mexico,logos/cashdros.png
CDSMXN24100110,CASHDRO S,ADMINISTRADORA DE ACEROS Y MATERIALES,Metro,19.6267959,-99.1995436,Estado de Mexico,logos/cashdros.png
CDSMXN24100113,CASHDRO S,UNIVERSIDAD UDEM,Norte,25.6620234,-100.4222592,Nuevo Leon,logos/cashdros.png
CDSMXN24100114,CASHDRO S,UNIVERSIDAD UDEM,Norte,25.6620234,-100.4222592,Nuevo Leon,logos/cashdros.png
CDSMXN23072006,CASHDRO S,WOOLWORTH,Bajio,21.0187286,-101.2588,Guanajuato,logos/cashdros.png
CDSMXN24100116,CASHDRO S,TIENDAS SIGALA,Metro,19.3300471,-99.1206203,CDMX,logos/cashdros.png
CDSMXN24100112,CASHDRO S,WINGS ARMY,Bajio,20.6446151,-100.3445769,Queretaro,logos/cashdros.png
CDSMXN24100111,CASHDRO S,WINGS ARMY,Bajio,20.6404821,-100.4161565,Queretaro,logos/cashdros.png
CDSMXN24100118,CASHDRO S,MARISCOS CHAVA,Bajio,20.53811,-100.8272054,Guanajuato,logos/cashdros.png
CDSMXN24091301,CASHDRO S,WOOLWORTH,Bajio,20.576006,-100.4072975,Queretaro,logos/cashdros.png
CDSMXN24100119,CASHDRO S,CHS COMEDORES,Metro,19.4329511,-99.0626156,CDMX,logos/cashdros.png
CDSMXN24100120,CASHDRO S,CHS COMEDORES,Metro,19.4446043,-99.0802918,CDMX,logos/cashdros.png
CDSMXN24091314,CASHDRO S,PADEL TULA,Bajio,20.0237896,-99.3425078,Hidalgo ,logos/cashdros.png
CDSMXN24091313,CASHDRO S,CENTRO CULINARIO TECAMAC,Metro,19.6714506,-99.0212915,Estado de Mexico,logos/cashdros.png
